,activity_nr,X.x,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt,year,X.y,citation_id,delete_flag,standard,viol_type,issuance_date,abate_date,abate_complete,current_penalty,initial_penalty,contest_date,final_order_date,nr_instances,nr_exposed,rec,gravity,emphasis,hazcat,fta_insp_nr,fta_issuance_date,fta_penalty,fta_contest_date,fta_final_order_date,hazsub1,hazsub2,hazsub3,hazsub4,hazsub5,load_dt
1256,314858457,1455,950641,NA,LA COUNTY SHERIFF - MEN'S CENTRAL JAIL,441 BAUCHET ST.,LOS ANGELES,CA,90012,B,0,N,H,9221,922120,A,B,,Y,,,NA,,,,NA,4900 EASTERN AVE. # 210,COMMERCE,CA,90040,N090    000004874,290,12/8/2010,10/17/2011,3/24/2011,9/17/2011,2011-10-19 01:00:38 EDT,2011,2782581,1003,,5199 H06    C,O,3/30/2011,5/2/2011,X,450,750,4/4/2011,7/29/2011,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-19 01:00:42 EDT
1257,314858457,1455,950641,NA,LA COUNTY SHERIFF - MEN'S CENTRAL JAIL,441 BAUCHET ST.,LOS ANGELES,CA,90012,B,0,N,H,9221,922120,A,B,,Y,,,NA,,,,NA,4900 EASTERN AVE. # 210,COMMERCE,CA,90040,N090    000004874,290,12/8/2010,10/17/2011,3/24/2011,9/17/2011,2011-10-19 01:00:38 EDT,2011,2782580,1004,,5199 I01,O,3/30/2011,5/2/2011,X,600,935,4/4/2011,7/29/2011,2,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-19 01:00:42 EDT
1258,314874595,578,453710,NA,NC DEPT OF CORRECTION UMSTEAD LAUNDRY,12TH STREET,BUTNER,NC,27509,C,0,N,H,9223,922140,H,A,,N,,,NA,X,,,NA,4240 MAIL SERVICE CENTER,RALEIGH,NC,27699,N016    000070013,7,1/25/2011,3/8/2011,1/25/2011,3/4/2011,2011-10-14 16:38:47 EDT,2011,2786611,1001,,19100305 B01,S,2/3/2011,2/8/2011,X,1462.5,1950,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1259,314877267,579,453710,NA,NC DEPARTMENT OF CORRECTIONS CHASE LAUNDRY,201 STEVENS MILL ROAD,GOLDSBORO,NC,27530,C,0,N,S,9223,922140,H,A,,N,X,,NA,,,,NA,,,,0,N016    000071989,14,10/26/2011,11/17/2011,10/26/2011,11/17/2011,2011-11-29 01:00:50 EST,2011,2787171,1001,,19100179 L03  III,S,11/3/2011,11/29/2011,X,1200,1200,,,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-11-29 01:00:56 EST
1260,314877267,579,453710,NA,NC DEPARTMENT OF CORRECTIONS CHASE LAUNDRY,201 STEVENS MILL ROAD,GOLDSBORO,NC,27530,C,0,N,S,9223,922140,H,A,,N,X,,NA,,,,NA,,,,0,N016    000071989,14,10/26/2011,11/17/2011,10/26/2011,11/17/2011,2011-11-29 01:00:50 EST,2011,2787170,1002,,19100179 J02  III,S,11/3/2011,11/29/2011,X,NA,NA,,,1,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-11-29 01:00:56 EST
1261,314878422,581,453710,NA,NC DOC FOUNTAIN CORRECTIONAL CENTER,300 FOUNTAIN SCHOOL ROAD,ROCKY MOUNT,NC,27802,C,0,N,H,9223,922140,H,A,,N,,,NA,,,X,NA,PO BOX 1435,ROCKY MOUNT,NC,27802,N016    000070152,240,2/2/2011,1/18/2012,2/3/2011,6/6/2011,2012-01-20 01:00:32 EST,2011,2787491,2001,,19100157 C01,O,2/25/2011,3/2/2011,I,NA,NA,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-01-20 01:00:36 EST
1262,314878422,581,453710,NA,NC DOC FOUNTAIN CORRECTIONAL CENTER,300 FOUNTAIN SCHOOL ROAD,ROCKY MOUNT,NC,27802,C,0,N,H,9223,922140,H,A,,N,,,NA,,,X,NA,PO BOX 1435,ROCKY MOUNT,NC,27802,N016    000070152,240,2/2/2011,1/18/2012,2/3/2011,6/6/2011,2012-01-20 01:00:32 EST,2011,2787489,01002B,,19100334 A03    I,S,2/25/2011,3/2/2011,X,NA,NA,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-01-20 01:00:36 EST
1263,314878422,581,453710,NA,NC DOC FOUNTAIN CORRECTIONAL CENTER,300 FOUNTAIN SCHOOL ROAD,ROCKY MOUNT,NC,27802,C,0,N,H,9223,922140,H,A,,N,,,NA,,,X,NA,PO BOX 1435,ROCKY MOUNT,NC,27802,N016    000070152,240,2/2/2011,1/18/2012,2/3/2011,6/6/2011,2012-01-20 01:00:32 EST,2011,2787490,1001,,19100305 B01,S,2/25/2011,3/2/2011,I,1462.5,1950,,,3,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-01-20 01:00:36 EST
1264,314878422,581,453710,NA,NC DOC FOUNTAIN CORRECTIONAL CENTER,300 FOUNTAIN SCHOOL ROAD,ROCKY MOUNT,NC,27802,C,0,N,H,9223,922140,H,A,,N,,,NA,,,X,NA,PO BOX 1435,ROCKY MOUNT,NC,27802,N016    000070152,240,2/2/2011,1/18/2012,2/3/2011,6/6/2011,2012-01-20 01:00:32 EST,2011,2787488,01002A,,19100334 A02  III,S,2/25/2011,3/2/2011,X,1462.5,1950,,,1,1,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-01-20 01:00:36 EST
1265,314891573,583,953220,NA,CITY OF LAS VEGAS DETENTION AND ENFORCEMENT,3300 EAST STEWART AVENUE,LAS VEGAS,NV,89101,B,0,N,H,9223,922140,B,B,,Y,,,NA,X,,,NA,400 STEWART AVENUE,LAS VEGAS,NV,89101,N057    000034310,300,6/16/2011,11/7/2011,9/6/2011,11/4/2011,2011-11-29 01:00:50 EST,2011,2790249,1004,,19101030 H02   II,O,9/26/2011,10/14/2011,X,NA,NA,,,1,5,C,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-11-29 01:00:56 EST
1266,314891573,583,953220,NA,CITY OF LAS VEGAS DETENTION AND ENFORCEMENT,3300 EAST STEWART AVENUE,LAS VEGAS,NV,89101,B,0,N,H,9223,922140,B,B,,Y,,,NA,X,,,NA,400 STEWART AVENUE,LAS VEGAS,NV,89101,N057    000034310,300,6/16/2011,11/7/2011,9/6/2011,11/4/2011,2011-11-29 01:00:50 EST,2011,2790247,1002,X,19100138 B,O,9/26/2011,10/14/2011,X,NA,NA,,,1,5,C,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-11-29 01:00:56 EST
1267,314891573,583,953220,NA,CITY OF LAS VEGAS DETENTION AND ENFORCEMENT,3300 EAST STEWART AVENUE,LAS VEGAS,NV,89101,B,0,N,H,9223,922140,B,B,,Y,,,NA,X,,,NA,400 STEWART AVENUE,LAS VEGAS,NV,89101,N057    000034310,300,6/16/2011,11/7/2011,9/6/2011,11/4/2011,2011-11-29 01:00:50 EST,2011,2790246,1001,X,19100132 F04,O,9/26/2011,9/29/2011,I,NA,NA,,,1,5,C,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-11-29 01:00:56 EST
1268,314891573,583,953220,NA,CITY OF LAS VEGAS DETENTION AND ENFORCEMENT,3300 EAST STEWART AVENUE,LAS VEGAS,NV,89101,B,0,N,H,9223,922140,B,B,,Y,,,NA,X,,,NA,400 STEWART AVENUE,LAS VEGAS,NV,89101,N057    000034310,300,6/16/2011,11/7/2011,9/6/2011,11/4/2011,2011-11-29 01:00:50 EST,2011,2790248,1003,X,19101030 F02   IV,O,9/26/2011,10/14/2011,X,NA,NA,,,1,5,C,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-11-29 01:00:56 EST
1269,314912114,584,453730,NA,NC DEPART OF PUBLIC SAFETY/ALEXANDER JUVENILE CTR,928 NC HWY 16 SOUTH,TAYLORSVILLE,NC,28681,C,0,N,S,9223,922140,H,A,,N,X,,NA,,,,NA,,,,0,N098    000035030,30,7/19/2011,3/27/2014,7/19/2011,9/20/2011,2014-03-31 01:01:13 EDT,2011,2792779,2001,,19101200 F05,O,7/28/2011,8/16/2011,X,NA,NA,,,1,5,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-03-31 01:01:15 EDT
1270,314912114,584,453730,NA,NC DEPART OF PUBLIC SAFETY/ALEXANDER JUVENILE CTR,928 NC HWY 16 SOUTH,TAYLORSVILLE,NC,28681,C,0,N,S,9223,922140,H,A,,N,X,,NA,,,,NA,,,,0,N098    000035030,30,7/19/2011,3/27/2014,7/19/2011,9/20/2011,2014-03-31 01:01:13 EDT,2011,2792780,1001,,19101030 F02    I,S,7/28/2011,8/16/2011,X,1800,2750,,,1,30,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-03-31 01:01:15 EDT
1271,314946971,585,253410,NA,ATLANTIC COUNTY JAIL,5060 ATLANTIC AVENUE,MAYS LANDING,NJ,8330,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N491    000001215,225,1/6/2011,3/16/2011,1/6/2011,3/10/2011,2011-10-14 16:38:47 EDT,2011,2799616,2003,,130004 D,O,2/11/2011,2/28/2011,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1272,314946971,585,253410,NA,ATLANTIC COUNTY JAIL,5060 ATLANTIC AVENUE,MAYS LANDING,NJ,8330,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N491    000001215,225,1/6/2011,3/16/2011,1/6/2011,3/10/2011,2011-10-14 16:38:47 EDT,2011,2799617,2001,,130003 A,O,2/11/2011,2/11/2011,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1273,314946971,585,253410,NA,ATLANTIC COUNTY JAIL,5060 ATLANTIC AVENUE,MAYS LANDING,NJ,8330,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N491    000001215,225,1/6/2011,3/16/2011,1/6/2011,3/10/2011,2011-10-14 16:38:47 EDT,2011,2799618,2002,,130003 A08,O,2/11/2011,2/11/2011,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1274,314946971,585,253410,NA,ATLANTIC COUNTY JAIL,5060 ATLANTIC AVENUE,MAYS LANDING,NJ,8330,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N491    000001215,225,1/6/2011,3/16/2011,1/6/2011,3/10/2011,2011-10-14 16:38:47 EDT,2011,2799619,1001,,70005 A,S,2/11/2011,2/11/2011,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1275,314947342,587,253410,NA,ATLANTIC COUNTY JAIL-ANNEX & MAINTENANCE SHOP,5060 ATLANTIC AVENUE,MAYS LANDING,NJ,8330,B,0,N,H,9223,922140,K,B,,Y,,,NA,,,,NA,,,,0,N491    000001516,225,2/28/2011,5/9/2011,2/28/2011,4/28/2011,2011-10-14 16:38:47 EDT,2011,2799696,1001,,19100151 C,S,3/25/2011,3/29/2011,X,NA,NA,,,1,15,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1276,314950940,592,950411,NA,DEPARTMENT OF CORRECTIONS ASPC EYMAN COMPLEX,4374 E BUTTE AVE,FLORENCE,AZ,85132,C,0,N,H,9223,922140,B,A,,N,,,NA,,,,NA,"1601 W JEFFERSON, M/C 324",PHOENIX,AZ,85007,N082    000056622,300,10/19/2010,12/2/2011,10/27/2010,2/10/2011,2011-12-05 01:01:50 EST,2011,2800486,1002,,19100134 F01,S,12/7/2010,12/13/2010,X,1375,1875,,,1,25,C,10,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-12-05 01:01:53 EST
1277,314950940,592,950411,NA,DEPARTMENT OF CORRECTIONS ASPC EYMAN COMPLEX,4374 E BUTTE AVE,FLORENCE,AZ,85132,C,0,N,H,9223,922140,B,A,,N,,,NA,,,,NA,"1601 W JEFFERSON, M/C 324",PHOENIX,AZ,85007,N082    000056622,300,10/19/2010,12/2/2011,10/27/2010,2/10/2011,2011-12-05 01:01:50 EST,2011,2800485,1001,X,19100132 A,S,12/7/2010,12/13/2010,,NA,1875,,,1,4,C,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-12-05 01:01:53 EST
1278,314950940,592,950411,NA,DEPARTMENT OF CORRECTIONS ASPC EYMAN COMPLEX,4374 E BUTTE AVE,FLORENCE,AZ,85132,C,0,N,H,9223,922140,B,A,,N,,,NA,,,,NA,"1601 W JEFFERSON, M/C 324",PHOENIX,AZ,85007,N082    000056622,300,10/19/2010,12/2/2011,10/27/2010,2/10/2011,2011-12-05 01:01:50 EST,2011,2800484,2001,,19100134 D03  IIIB2,O,12/7/2010,12/13/2010,X,500,750,,,1,15,C,3,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-12-05 01:01:53 EST
1279,314954132,595,253650,NA,NYCDOC RIKERS ISLAND RNDC,11-11 HAZEN ST,E ELMHURST,NY,11370,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,"MUNICIPAL BLDG, 16 FL-SOUTH",NEW YORK,NY,10007,N074    000007651,300,12/7/2010,7/8/2011,12/7/2010,6/3/2011,2011-10-14 16:38:47 EDT,2011,2801156,1001,,19100141 A03    I,O,2/18/2011,5/18/2011,X,NA,NA,,,1,300,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1280,314962366,596,751910,NA,SCOTT COUNTY SHERIFFS OFFICE,400 W. 4TH STREET,DAVENPORT,IA,52805,B,0,N,H,9223,922140,G,B,,Y,,,NA,,,,NA,400 W. 4TH STREET,DAVENPORT,IA,52805,N084    000026864,500,8/30/2010,12/16/2010,9/13/2010,12/15/2010,2011-10-14 16:38:47 EDT,2010,2802825,1003,,19101030 G02  VIIN,S,10/14/2010,11/30/2010,X,562.5,1125,,,1,4,R,1,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1281,314962366,596,751910,NA,SCOTT COUNTY SHERIFFS OFFICE,400 W. 4TH STREET,DAVENPORT,IA,52805,B,0,N,H,9223,922140,G,B,,Y,,,NA,,,,NA,400 W. 4TH STREET,DAVENPORT,IA,52805,N084    000026864,500,8/30/2010,12/16/2010,9/13/2010,12/15/2010,2011-10-14 16:38:47 EDT,2010,2802823,1002,,19101030 G02  VIIA,S,10/14/2010,11/30/2010,X,562.5,1125,,,1,4,R,1,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1282,314962366,596,751910,NA,SCOTT COUNTY SHERIFFS OFFICE,400 W. 4TH STREET,DAVENPORT,IA,52805,B,0,N,H,9223,922140,G,B,,Y,,,NA,,,,NA,400 W. 4TH STREET,DAVENPORT,IA,52805,N084    000026864,500,8/30/2010,12/16/2010,9/13/2010,12/15/2010,2011-10-14 16:38:47 EDT,2010,2802824,1001,,19101030 G02   IIC,S,10/14/2010,11/30/2010,X,750,1500,,,1,4,R,2,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1283,314993965,598,950624,NA,CA CORRECTIONS - DEUEL VOCATIONAL INSTITUTION,23500 KASSON RD.,TRACY,CA,95376,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N077    000020511,2000,9/28/2011,5/29/2012,3/26/2012,5/29/2012,2012-05-31 01:00:32 EDT,2012,2808201,1001,,3362 G,O,3/26/2012,3/29/2012,X,565,565,,,2,NA,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-05-31 01:00:36 EDT
1284,314993965,598,950624,NA,CA CORRECTIONS - DEUEL VOCATIONAL INSTITUTION,23500 KASSON RD.,TRACY,CA,95376,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N077    000020511,2000,9/28/2011,5/29/2012,3/26/2012,5/29/2012,2012-05-31 01:00:32 EDT,2012,2808200,1002,,3272 D,O,3/26/2012,3/29/2012,X,565,565,,,2,NA,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-05-31 01:00:36 EDT
1285,314998907,603,950624,NA,NORTH CALIFORNIA YOUTH CORRECTIONAL CENTER,7650 NEW CASTLE RD,STOCKTON,CA,95212,C,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,PO BOX 213014,STOCKTON,CA,95215,N077    000022404,400,8/7/2012,1/16/2013,8/7/2012,1/16/2013,2013-01-18 02:31:55 EST,2013,2808566,1001,,5142 A01,O,8/21/2012,9/14/2012,X,375,375,,,1,3,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-01-18 02:31:58 EST
1286,314999269,606,950624,NA,CA CORRECTIONS - DEUEL VOCATIONAL INSTITUTE,23500KASSON ROAD,TRACY,CA,95203,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,23500 KASSON RD,TRACY,CA,95376,N077    000016086,400,8/20/2012,9/15/2014,8/30/2012,12/4/2012,2014-09-18 01:01:44 EDT,2012,2808580,1001,,5142 B01,O,10/15/2012,10/18/2012,I,300,750,,,1,8,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-09-18 01:01:53 EDT
1287,314999608,607,950624,NA,NORTHERN CALIFORNIA YOUTH CORRECTIONAL FACILITY,7650 S. NEWCASTLE RD,STOCKTON,CA,95213,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N077    000022605,2200,9/18/2012,2/14/2013,12/5/2012,2/14/2013,2013-02-16 04:45:07 EST,2013,2808601,1002,,5208 K01,O,12/12/2012,12/5/2012,X,850,850,,,2,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-02-16 04:45:11 EST
1288,314999608,607,950624,NA,NORTHERN CALIFORNIA YOUTH CORRECTIONAL FACILITY,7650 S. NEWCASTLE RD,STOCKTON,CA,95213,B,0,N,H,9223,922140,B,B,,Y,,,NA,,,,NA,,,,0,N077    000022605,2200,9/18/2012,2/14/2013,12/5/2012,2/14/2013,2013-02-16 04:45:07 EST,2013,2808600,1001,,5208 J03    A1,O,12/12/2012,12/5/2012,X,850,850,,,2,2,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2013-02-16 04:45:11 EST
1289,315004606,610,1055310,NA,MONROE CORRECTIONAL COMPLEX,16700 177TH AVE SE,MONROE,WA,98272,C,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,BUSINESS OFFICE PO BOX 41145,OLYMPIA,WA,98504,N096    000186564,1200,7/12/2011,1/24/2012,12/8/2011,1/23/2012,2012-01-26 01:00:32 EST,2012,2809548,1001,,80014005,O,12/22/2011,7/12/2011,X,NA,NA,,,2,1200,C,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2012-01-26 01:00:36 EST
1290,315008698,1460,551703,NA,CLINTON COUNTY JAIL,810 FRANKLIN ST.,CARLYLE,IL,62231,B,0,N,S,9221,922120,H,A,,Y,,,NA,,,,NA,810 FRANKLIN ST.-ATTN-MIKE KREKE-SHERIFF,CARLYLE,IL,62231,N179    000001301,82,11/16/2010,3/8/2011,11/16/2010,1/5/2011,2011-10-14 16:38:47 EDT,2011,2810284,1001,,19101030 D02  VII,S,12/15/2010,1/19/2011,X,NA,NA,,,1,82,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1291,315009316,613,551701,NA,17TH JUDICIAL CIRCUIT - JUVENILE DETENTION CENTER,5350 NORTHROCK DRIVE,ROCKFORD,IL,61103,C,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,"JANET R. HOLMGREN, CHIEF JUDGE, 400 W. STATE ST.",ROCKFORD,IL,61101,N179    000001349,56,10/29/2010,3/7/2011,10/29/2010,2/22/2011,2011-10-14 16:38:47 EDT,2011,2810357,2001,,19100106 D02  III,O,1/19/2011,2/23/2011,X,NA,NA,,,1,56,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1292,315009316,613,551701,NA,17TH JUDICIAL CIRCUIT - JUVENILE DETENTION CENTER,5350 NORTHROCK DRIVE,ROCKFORD,IL,61103,C,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,"JANET R. HOLMGREN, CHIEF JUDGE, 400 W. STATE ST.",ROCKFORD,IL,61101,N179    000001349,56,10/29/2010,3/7/2011,10/29/2010,2/22/2011,2011-10-14 16:38:47 EDT,2011,2810359,2003,,19100305 G01   IVA,O,1/19/2011,2/23/2011,X,NA,NA,,,1,56,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1293,315009316,613,551701,NA,17TH JUDICIAL CIRCUIT - JUVENILE DETENTION CENTER,5350 NORTHROCK DRIVE,ROCKFORD,IL,61103,C,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,"JANET R. HOLMGREN, CHIEF JUDGE, 400 W. STATE ST.",ROCKFORD,IL,61101,N179    000001349,56,10/29/2010,3/7/2011,10/29/2010,2/22/2011,2011-10-14 16:38:47 EDT,2011,2810358,2002,,19100303 F02,O,1/19/2011,2/23/2011,X,NA,NA,,,1,56,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1294,315009316,613,551701,NA,17TH JUDICIAL CIRCUIT - JUVENILE DETENTION CENTER,5350 NORTHROCK DRIVE,ROCKFORD,IL,61103,C,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,"JANET R. HOLMGREN, CHIEF JUDGE, 400 W. STATE ST.",ROCKFORD,IL,61101,N179    000001349,56,10/29/2010,3/7/2011,10/29/2010,2/22/2011,2011-10-14 16:38:47 EDT,2011,2810356,1002,,19100157 C01,S,1/19/2011,2/23/2011,X,NA,NA,,,1,56,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1295,315009316,613,551701,NA,17TH JUDICIAL CIRCUIT - JUVENILE DETENTION CENTER,5350 NORTHROCK DRIVE,ROCKFORD,IL,61103,C,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,"JANET R. HOLMGREN, CHIEF JUDGE, 400 W. STATE ST.",ROCKFORD,IL,61101,N179    000001349,56,10/29/2010,3/7/2011,10/29/2010,2/22/2011,2011-10-14 16:38:47 EDT,2011,2810355,1001,,19100151 C,S,1/19/2011,2/23/2011,X,NA,NA,,,1,56,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1296,315010942,1462,551701,NA,WINNEBAGO COUNTY - JUSTICE CENTER POWER PLANT,650 WEST STATE STREET,ROCKFORD,IL,61102,B,0,N,S,9221,922120,H,A,,Y,,,NA,,,,NA,"SCOTT H. CHRISTIANSEN, CHAIRMAN, 404 ELM STREET",ROCKFORD,IL,61101,N179    000001470,3,11/4/2010,4/15/2011,11/4/2010,4/12/2011,2011-10-14 16:38:47 EDT,2011,2810535,1001,,19100037 A04,O,3/8/2011,4/12/2011,X,NA,NA,,,1,3,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1297,315011882,614,551703,NA,ADAMS COUNTY - JUVENILE DENTENTION CENTER,200 NORTH 52ND STREET,QUINCY,IL,62305,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,521 VERMONT STREET ATTN MIKE HANCOCK,QUINCY,IL,62301,N179    000001530,27,2/16/2011,4/4/2011,2/16/2011,4/4/2011,2011-10-14 16:38:47 EDT,2011,2810589,2001,,19101030 C01    I,S,3/19/2011,5/23/2011,X,NA,NA,,,1,27,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1298,315011882,614,551703,NA,ADAMS COUNTY - JUVENILE DENTENTION CENTER,200 NORTH 52ND STREET,QUINCY,IL,62305,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,521 VERMONT STREET ATTN MIKE HANCOCK,QUINCY,IL,62301,N179    000001530,27,2/16/2011,4/4/2011,2/16/2011,4/4/2011,2011-10-14 16:38:47 EDT,2011,2810588,1001,,19101200 E01,S,3/19/2011,5/23/2011,X,NA,NA,,,1,27,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1299,315012088,615,551703,NA,LOGAN COUNTY-LOGAN COUNTY JAIL,911 PEKIN ST.,LINCOLN,IL,62656,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,601 BROADWAY P.O. BOX 39-ATTN: BOB FARMER,LINCOLN,IL,62656,N179    000001545,14,2/22/2011,4/28/2011,2/22/2011,4/8/2011,2011-10-14 16:38:47 EDT,2011,2810621,1002,,19100305 J02   IV,S,3/19/2011,4/21/2011,X,NA,NA,,,2,4,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1300,315012088,615,551703,NA,LOGAN COUNTY-LOGAN COUNTY JAIL,911 PEKIN ST.,LINCOLN,IL,62656,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,601 BROADWAY P.O. BOX 39-ATTN: BOB FARMER,LINCOLN,IL,62656,N179    000001545,14,2/22/2011,4/28/2011,2/22/2011,4/8/2011,2011-10-14 16:38:47 EDT,2011,2810622,1003,,19100303 G01    IB,S,3/19/2011,3/23/2011,I,NA,NA,,,1,14,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1301,315012088,615,551703,NA,LOGAN COUNTY-LOGAN COUNTY JAIL,911 PEKIN ST.,LINCOLN,IL,62656,B,0,N,S,9223,922140,H,A,,Y,,,NA,,,,NA,601 BROADWAY P.O. BOX 39-ATTN: BOB FARMER,LINCOLN,IL,62656,N179    000001545,14,2/22/2011,4/28/2011,2/22/2011,4/8/2011,2011-10-14 16:38:47 EDT,2011,2810620,1001,,19100305 B01   II,S,3/19/2011,4/6/2011,X,NA,NA,,,1,3,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2011-10-14 16:45:21 EDT
1302,315012393,616,551701,NA,COOK COUNTY - CERMAK HEALTH SERVICES,2800 S. CALIFORNIA AVE.,CHICAGO,IL,60608,B,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,"JESUS M. ESTRADA, DEPUTY CHIEF OPERATING OFFICER",CHICAGO,IL,60608,N179    000001558,300,3/1/2011,5/5/2014,3/1/2011,3/28/2011,2014-05-08 01:01:38 EDT,2011,2810655,1001,,19100022 A03,O,3/8/2011,4/12/2011,X,NA,NA,,,6,20,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-05-08 01:01:47 EDT
1303,315012393,616,551701,NA,COOK COUNTY - CERMAK HEALTH SERVICES,2800 S. CALIFORNIA AVE.,CHICAGO,IL,60608,B,0,N,S,9223,922140,B,B,,Y,,,NA,,,,NA,"JESUS M. ESTRADA, DEPUTY CHIEF OPERATING OFFICER",CHICAGO,IL,60608,N179    000001558,300,3/1/2011,5/5/2014,3/1/2011,3/28/2011,2014-05-08 01:01:38 EDT,2011,2810654,1002,,19100037 B06,O,3/8/2011,4/12/2011,X,NA,NA,,,2,20,,NA,NA,,NA,,NA,NA,NA,,,NA,,NA,2014-05-08 01:01:47 EDT
